Country,Time,Year,Budget Deficit/Surplus,Capital Expenditure,Consumer Price Index (CPI),Defence Expenditure,Education Expenditure,Expenditure,Exports,Food Inflation ,Food Inflation YoY,GDP Growth Rate,GDP per Capita,GDP per Capita ,GDP per capita,Government Debt,Health Expenditure,Imports,Inflation Rate,Inflation Rate ,Interest Rate,Labour Force,Nominal GDP,Population,Real GDP,Revenue,Tax Revenue,Unemployment Rate,Value Added Tax (VAT)
Nigeria,2013-08-01,2013.0,17188.0,59834.0,147.8,,,209850.0,1287600.0,9.7,,,,,,,,668276.0,,8.2,12.0,,,,,227038.0,,,
Nigeria,2013-09-01,2013.0,-109939.0,168821.0,148.9,,,487136.0,1156137.0,9.4,,,,,,,,533709.0,,8.0,12.0,,,,,377197.0,,,
Nigeria,2013-10-01,2013.0,-409701.75,69952.0,150.0,,,883200.25,2281138.35,9.2,,6.77,,,,,,1111566.05,,7.8,12.0,,21634.28,,17318.41,473498.5,,,127832.03
Nigeria,2013-11-01,2013.0,-83168.0,40998.0,151.1,,,305974.0,1204080.0,9.3,,,,,,,,580355.0,,7.9,12.0,,,,,222806.0,,,
Nigeria,2013-12-01,2013.0,-340537.5,57325.0,152.3,,,610004.5,1187329.0,9.3,,,,,,,,568639.0,,8.0,12.0,,,,,269467.0,,,
Nigeria,2014-01-01,2014.0,-379963.0,48955.06,153.3,274.53,,1821121.6666666667,6117976.489999999,9.3,,6.215,,,,,195.98,4205909.693333333,,8.0,12.0,71641170.88,55259.44,178605318.0,41789.255000000005,1441158.6666666667,,7.83,127048.64
Nigeria,2014-02-01,2014.0,-29604.0,0.0,154.0,,,261461.0,1263068.0,9.2,,,,,,,,487553.0,,7.7,12.0,,,,,231857.0,,,
Nigeria,2014-03-01,2014.0,-71555.0,126510.0,155.2,,,414589.0,1283987.0,9.3,,,,,,,,524521.0,,7.8,12.0,,,,,343034.0,,,
Nigeria,2014-04-01,2014.0,-56533.5,28381.0,156.2,,,591357.5,3097521.865,9.4,,6.54,,,,,,1353988.905,,7.9,12.0,72037644.87,21957.45,,16249.37,534824.0,,7.44,121484.3
Nigeria,2014-05-01,2014.0,-24599.0,1982.0,157.4,,,266990.0,1589361.0,9.7,,,,,,,,678090.0,,8.0,12.0,,,,,242391.0,,,
Nigeria,2014-06-01,2014.0,47746.0,1395.0,158.6,,,289911.0,1579907.0,9.8,,,,,,,,568408.0,,8.2,12.0,,,,,337657.0,,,
Nigeria,2014-07-01,2014.0,-199651.0,68706.0,159.7,,,793133.5,2994080.145,9.9,,6.23,,,,,,1247321.97,,8.3,12.0,72545834.0,23232.82,,17707.53,593482.5,,9.69,116884.41
Nigeria,2014-08-01,2014.0,-151491.0,73088.0,160.4,,,399065.0,2290965.0,10.0,,,,,,,,566878.0,,8.5,12.0,,,,,247574.0,,,
Nigeria,2014-09-01,2014.0,23235.0,46146.0,161.3,,,319622.0,1116563.0,9.7,,,,,,,,579790.0,,8.3,12.0,,,,,342857.0,,,
Nigeria,2014-10-01,2014.0,-201271.5,41914.0,162.1,,,724242.0,1993056.76,9.3,,5.94,,,,,,1392489.115,,8.1,12.0,72931608.24,24564.82,,18419.51,522970.5,,6.41,128537.02
Nigeria,2014-11-01,2014.0,-90538.0,36419.0,163.1,,,319185.0,950874.0,9.1,,,,,,,,602962.0,,7.9,13.0,,,,,228647.0,,,
Nigeria,2014-12-01,2014.0,-155325.0,65941.0,164.4,,,418591.0,972138.0,9.2,,,,,,,,674125.0,,8.0,13.0,,,,,263266.0,,,
Nigeria,2015-01-01,2015.0,-618695.3333333334,21396.685,165.8,330.59,,2100207.6666666665,4068077.19,9.2,,3.375,,,,,257.7,4446978.68,,8.2,13.0,73436104.38,58210.14,183376728.0,42992.245,1481512.3333333333,,7.54,478069.795
Nigeria,2015-02-01,2015.0,13489.0,0.0,166.9,,,188285.0,1164159.0,9.4,,,,,,,,552385.0,,8.4,13.0,,,,,201774.0,,,
Nigeria,2015-03-01,2015.0,-96237.0,78606.0,168.4,,,599525.0,806887.0,9.4,,,,,,,,638103.0,,8.5,13.0,,,,,503288.0,,,
Nigeria,2015-04-01,2015.0,-263521.0,0.0,169.7,,,600910.0,1747263.67,9.5,,2.35,,,,,,1134227.9100000001,,8.7,13.0,74010602.14,23080.91,,16623.05,337389.0,,8.19,191028.22
Nigeria,2015-05-01,2015.0,-391352.0,161734.0,171.6,,,545011.0,820187.0,9.8,,,,,,,,536566.0,,9.0,13.0,,,,,153659.0,,,
Nigeria,2015-06-01,2015.0,-53502.0,558.0,173.2,,,222145.0,992866.0,10.0,,,,,,,,606330.0,,9.2,13.0,,,,,168643.0,,,
Nigeria,2015-07-01,2015.0,-80704.5,5640.0,174.4,,,771934.0,1606864.65,10.0,,2.84,,,,,,1156556.46,,9.2,13.0,75940402.0,24627.75,,18208.48,691229.5,,9.9,192529.34
Nigeria,2015-08-01,2015.0,-148142.0,5759.0,175.4,,,359393.0,772219.0,10.1,,,,,,,,580049.0,,9.3,13.0,,,,,211251.0,,,
Nigeria,2015-09-01,2015.0,18533.0,60909.0,176.5,,,375797.0,680480.0,10.2,,,,,,,,483292.0,,9.4,13.0,,,,,394330.0,,,
Nigeria,2015-10-01,2015.0,-350286.5,157890.0,177.2,,,887409.0,1327784.78,10.1,,2.11,,,,,,1062247.25,,9.3,13.0,76957923.0,26226.53,,18745.36,537122.5,,10.44,179168.25
Nigeria,2015-11-01,2015.0,-185918.0,91502.0,178.4,,,426056.0,654051.0,10.3,,,,,,,,520887.0,,9.4,11.0,,,,,240138.0,,,
Nigeria,2015-12-01,2015.0,-585161.0,213792.0,180.1,,,764754.0,572335.0,10.6,,,,,,,,507389.0,,9.6,11.0,,,,,179593.0,,,
Nigeria,2016-01-01,2016.0,-855058.7833333333,27725.305,181.7,380.17,,2174063.6666666665,3581123.6366666667,10.6,,-0.97,,,,,200.82,3932056.4233333333,,9.6,11.0,78486570.0,62505.44,193392517.0,42369.829999999994,1319004.8833333333,,12.09,481966.43999999994
Nigeria,2016-02-01,2016.0,-400385.0,54946.0,185.9,,,570618.0,428719.0,11.3,,,,,,,,531602.0,,11.4,11.0,,,,,170233.0,,,
Nigeria,2016-03-01,2016.0,-203966.0,18001.0,189.9,,,392491.0,539258.0,12.7,,,,,,,,534998.0,,12.8,12.0,,,,,188525.0,,,
Nigeria,2016-04-01,2016.0,-537319.0,240512.0,193.0,,,1048162.0,1174052.9849999999,13.2,,-2.06,,,,,,1581646.445,,13.7,12.0,79886310.0,23737.3,,16349.29,510843.0,,13.32,187028.12
Nigeria,2016-05-01,2016.0,-173041.0,25588.0,198.3,,,298097.0,590765.0,14.9,,,,,,,,644948.0,,15.6,12.0,,,,,125056.0,,,
Nigeria,2016-06-01,2016.0,-174993.0,136721.0,201.7,,,420343.0,637200.0,15.3,,,,,,,,912087.0,,16.5,12.0,,,,,245350.0,,,
Nigeria,2016-07-01,2016.0,-256489.32,66843.0,204.2,,,927157.0,1512657.215,15.8,,-2.24,,,,,,1602869.48,,17.1,14.0,80669195.84,26871.01,,17775.97,670667.6799999999,,13.88,196695.18
Nigeria,2016-08-01,2016.0,-65336.84,41945.0,206.3,,,427251.0,858375.0,16.4,,,,,,,,900770.0,,17.6,14.0,,,,,361914.16,,,
Nigeria,2016-09-01,2016.0,-124183.81,54959.0,208.0,,,407849.0,761494.0,16.6,,,,,,,,810603.0,,17.9,14.0,,,,,283665.19,,,
Nigeria,2016-10-01,2016.0,-344964.91,2046.0,209.7,,,913370.0,1954599.795,17.1,,-1.3,,,,,,1570972.74,,18.3,14.0,81151885.0,29531.65,,18439.94,568405.0900000001,,14.23,207353.22
Nigeria,2016-11-01,2016.0,-86336.11,353.0,211.3,,,350063.0,1062854.0,17.2,,,,,,,,714555.0,,18.5,14.0,,,,,263726.89,,,
Nigeria,2016-12-01,2016.0,-349165.49,401728.0,213.6,,,794967.0,985817.0,17.4,,,,,,,,758773.0,,18.5,14.0,,,,,445801.51,,,
Nigeria,2017-01-01,2017.0,-2177756.356666667,35172.15,215.7,361.92,,3996928.6666666665,6030640.903333333,17.8,,-0.040000000000000036,,,,19159809.16,245.19,4622554.33,,18.7,14.0,82592121.22,70564.05,199681159.0,42562.675,1819172.3099999998,,14.44,596864.435
Nigeria,2017-02-01,2017.0,-938533.05,55140.0,218.9,,,1169083.0,979839.0,18.5,,,,,,,,810073.0,,17.8,14.0,,,,,230549.95,,,
Nigeria,2017-03-01,2017.0,-961630.69,358396.0,222.7,,,1169083.0,933046.0,18.4,,,,,,,,788930.0,,17.3,14.0,,,,,207452.31,,,
Nigeria,2017-04-01,2017.0,-534685.19,80010.0,226.3,,,914743.0,2045738.13,19.3,,0.72,,,,19636982.66,,1748522.68,,17.2,14.0,83940087.91,27266.39,,16477.42,380057.81,,16.18,246303.32
Nigeria,2017-05-01,2017.0,-193372.28,85518.0,230.5,,,583574.0,1119529.0,19.3,,,,,,,,879778.0,,16.3,14.0,,,,,390201.72,,,
Nigeria,2017-06-01,2017.0,-342277.0,6557.0,234.2,,,536098.0,995293.0,19.9,,,,,,,,886496.0,,16.1,14.0,,,,,193821.0,,,
Nigeria,2017-07-01,2017.0,-708991.0,4991.0,237.0,,,1301640.0,2345935.135,20.3,,1.17,,,,20373428.59,,1651171.4,,16.1,14.0,85088054.6,29756.01,,17988.95,592649.0,,18.8,250560.69
Nigeria,2017-08-01,2017.0,-383930.0,115347.0,239.3,,,581388.0,1172269.0,20.3,,,,,,,,852839.0,,16.0,14.0,,,,,197458.0,,,
Nigeria,2017-09-01,2017.0,-261914.0,116347.0,241.2,,,541022.0,1288209.0,20.3,,,,,,,,820496.0,,16.0,14.0,,,,,279108.0,,,
Nigeria,2017-10-01,2017.0,-958707.765,20926.0,243.0,,,1571892.5,2544191.625,20.3,,2.11,,,,21725773.03,,1409668.26,,15.9,14.0,86537538.24,31647.99,,18819.66,613184.735,,20.42,254103.93
Nigeria,2017-11-01,2017.0,-488349.03,73621.0,244.9,,,581276.0,1334388.0,20.3,,,,,,,,767844.0,,15.9,14.0,,,,,92926.97,,,
Nigeria,2017-12-01,2017.0,-795687.0,369428.0,246.4,,,1431643.0,1398471.0,19.4,,,,,,,,637442.0,,15.4,14.0,,,,,635956.0,,,
Nigeria,2018-01-01,2018.0,-1778781.6666666667,99168.55,248.4,442.15,,3469794.6666666665,8310787.713333334,18.9,,1.94,,,,22707203.79,296.44,5814926.963333334,,15.1,14.0,88206724.24,78884.93000000001,196042933.0,43385.65,1691013.0,,21.83,688917.175
Nigeria,2018-02-01,2018.0,-351272.0,166407.0,250.3,,,602394.0,1758574.0,17.6,,,,,,,,910323.0,,14.3,14.0,,,,,251122.0,,,
Nigeria,2018-03-01,2018.0,-555794.0,272216.0,252.4,,,823193.0,1455108.0,16.1,,,,,,,,976575.0,,13.3,14.0,,,,,267399.0,,,
Nigeria,2018-04-01,2018.0,-388333.0,123522.0,254.5,,,1056778.5,2963151.965,14.8,,1.5,,,,22379666.27,,1587390.89,,12.5,14.0,89509200.58,30955.3,,16718.63,668445.5,,22.73,266731.76
Nigeria,2018-05-01,2018.0,-151250.0,105887.0,257.3,,,606991.0,1559884.0,13.4,,,,,,,,961490.0,,11.6,14.0,,,,,455741.0,,,
Nigeria,2018-06-01,2018.0,-133530.0,46921.0,260.5,,,432128.0,1520894.0,13.0,,,,,,,,714974.0,,11.2,14.0,,,,,298598.0,,,
Nigeria,2018-07-01,2018.0,-551737.5,1753.0,263.4,,,1209744.5,3182405.575,12.8,,1.81,,,,22428802.94,,2618298.095,,11.1,14.0,90470591.61,33781.03,,18305.13,658007.0,,23.13,273504.62
Nigeria,2018-08-01,2018.0,-233230.0,41770.0,266.2,,,531804.0,1587282.0,13.2,,,,,,,,2209386.0,,11.2,14.0,,,,,298574.0,,,
Nigeria,2018-09-01,2018.0,-450307.0,181815.0,268.4,,,785951.0,1753886.0,13.3,,,,,,,,981869.0,,11.3,14.0,,,,,335644.0,,,
Nigeria,2018-10-01,2018.0,-572882.5,154642.0,270.4,,,1339474.5,3327079.3,13.3,,2.38,,,,24387071.74,,2480784.12,,11.3,14.0,,35667.63,,19277.64,766592.0,,,298010.41
Nigeria,2018-11-01,2018.0,-332897.0,266778.0,272.6,,,645362.0,1660069.0,13.3,,,,,,,,1259408.0,,11.3,14.0,,,,,312465.0,,,
Nigeria,2018-12-01,2018.0,-183686.0,123733.0,274.6,,,564879.0,1733085.0,13.6,,,,,,,,943616.0,,11.4,14.0,,,,,381193.0,,,
Nigeria,2019-01-01,2019.0,-2252147.6666666665,67316.0,276.6,588.78,,4231061.333333333,8698642.156666666,13.5,,2.185,,,,24947081.08,388.23,8641984.700000001,,11.4,14.0,,88862.63,201135262.0,44331.909999999996,1978913.6666666667,,,736809.4600000001
Nigeria,2019-02-01,2019.0,-752023.0,200022.0,278.6,,,858684.0,1433274.0,13.5,,,,,,,,929476.0,,11.3,14.0,,,,,106661.0,,,
Nigeria,2019-03-01,2019.0,-105524.0,122861.0,280.8,,,717126.0,1451997.0,13.5,,,,,,,,1001962.0,,11.3,13.5,,,,,611602.0,,,
Nigeria,2019-04-01,2019.0,-1054089.5,278292.0,283.5,,,1471946.0,3116403.76,13.7,,2.12,,,,25701645.74,,2712659.6,,11.4,13.5,,35300.95,,17076.1,417856.5,,,311943.07
Nigeria,2019-05-01,2019.0,-242734.0,218600.0,286.6,,,683361.0,1510134.0,13.8,,,,,,,,1547035.0,,11.4,13.5,,,,,440627.0,,,
Nigeria,2019-06-01,2019.0,-484373.0,171367.0,289.7,,,590307.0,1452790.0,13.6,,,,,,,,1042435.0,,11.2,13.5,,,,,105934.0,,,
Nigeria,2019-07-01,2019.0,-509186.5,101259.0,292.6,,,1546493.5,3434044.65,13.4,,2.28,,,,26214981.13,,2651179.76,,11.1,13.5,,38222.34,,18697.32,1037307.0,,,275116.22
Nigeria,2019-08-01,2019.0,-341896.0,26416.0,295.5,,,672115.0,1489857.0,13.2,,,,,,,,1356108.0,,11.0,13.5,,,,,330219.0,,,
Nigeria,2019-09-01,2019.0,-451721.0,177753.0,298.6,,,934208.0,2218987.0,13.5,,,,,,,,1139813.0,,11.2,13.5,,,,,482487.0,,,
Nigeria,2019-10-01,2019.0,-783119.5,279846.0,301.8,,,1735179.0,3156907.815,14.1,,2.55,,,,27401381.29,,3934157.815,,11.6,13.5,,40029.72,,19750.93,952059.5,,,308482.96
Nigeria,2019-11-01,2019.0,-276550.0,144798.0,304.9,,,696954.0,1468292.0,14.5,,,,,,,,1434594.0,,11.9,13.5,,,,,420404.0,,,
Nigeria,2019-12-01,2019.0,-642013.0,435439.0,307.5,,,1010144.0,1759033.0,14.7,,,,,,,,1396348.0,,12.0,,,,,,368131.0,,,
Nigeria,2020-01-01,2020.0,-2696022.3333333335,972.945,310.2,642.06,,4387068.666666667,6143348.88,14.8,,-0.02499999999999991,,,,28628493.63,423.36,8446359.333333334,,12.1,13.5,,95111.11,206283338.0,43846.905,1691046.3333333333,,,927874.9650000001
Nigeria,2020-02-01,2020.0,-482036.0,52587.0,312.6,,,905430.0,1438825.0,14.9,,,,,,,,1104347.0,,12.2,13.5,,,,,423394.0,,,
Nigeria,2020-03-01,2020.0,-444023.0,86780.0,315.2,,,740568.0,964261.0,15.0,,,,,,,,1228903.0,,12.3,13.5,,,,,296545.0,,,
Nigeria,2020-04-01,2020.0,-906855.0,112112.0,318.4,,,1467265.0,1455555.58,15.0,,-6.1,,,,31008642.14,,1584201.54,,12.3,13.5,,34336.9,,16044.51,560410.0,,,327195.29
Nigeria,2020-05-01,2020.0,-323401.0,127037.0,322.2,,,682879.0,752670.0,15.0,,,,,,,,749206.0,,12.4,12.5,,,,,359478.0,,,
Nigeria,2020-06-01,2020.0,-432471.0,65907.0,326.1,,,673481.0,786125.0,15.2,,,,,,,,948855.0,,12.6,12.5,,,,,241010.0,,,
Nigeria,2020-07-01,2020.0,-1154429.0,119841.0,330.1,,,1796033.0,2049177.17,15.5,,-3.62,,,,32222763.86,,2097737.365,,12.8,12.5,,39714.72,,18109.6,641604.0,,,424708.18
Nigeria,2020-08-01,2020.0,-545537.0,197194.0,334.6,,,896217.0,992111.0,16.0,,,,,,,,1126295.0,,13.2,12.5,,,,,350680.0,,,
Nigeria,2020-09-01,2020.0,-565529.0,146074.0,339.5,,,887835.0,896463.0,16.7,,,,,,,,1047416.0,,13.7,11.5,,,,,322306.0,,,
Nigeria,2020-10-01,2020.0,-1236074.5,152902.0,344.7,,,1874144.5,2096450.01,17.4,,0.11,,,,32915514.85,,2345846.075,,14.2,11.5,,44230.8,,19753.16,638070.0,,,454688.21
Nigeria,2020-11-01,2020.0,-439965.0,189565.0,350.3,,,762602.0,1025050.0,18.3,,,,,,,,1339820.0,,14.9,11.5,,,,,322637.0,,,
Nigeria,2020-12-01,2020.0,-599642.0,364559.0,355.9,,,875697.0,1171043.0,19.6,,,,,,,,981590.0,,15.8,11.5,,,,,276055.0,,,
Nigeria,2021-01-01,2021.0,-3145517.0,50589.735,361.2,612.53,,5136002.0,7694767.276666667,20.6,,1.955,,,,33107247.23,386.24,9715080.123333333,,16.5,11.5,,108291.595,211493324.0,45172.64,1990485.0,,,496390.01
Nigeria,2021-02-01,2021.0,-493377.0,148563.0,366.8,,,853259.0,984813.0,21.8,,,,,,,,1582038.0,,17.3,11.5,,,,,359882.0,,,
Nigeria,2021-03-01,2021.0,-949048.0,305431.0,372.5,,,1224216.0,1104920.0,22.9,,,,,,,,1977934.0,,18.2,11.5,,,,,275168.0,,,
Nigeria,2021-04-01,2021.0,-995759.5,66266.0,376.1,,,1830143.0,3335785.36,22.7,,5.01,,,,35465005.39,,3001863.16,,18.1,11.5,,39614.84,,16904.24,834383.5,,,512253.0
Nigeria,2021-05-01,2021.0,-507293.0,294630.0,379.9,,,936977.0,1575938.0,22.3,,,,,,,,1475773.0,,17.9,11.5,,,,,429684.0,,,
Nigeria,2021-06-01,2021.0,-393824.0,175377.0,384.0,,,798685.0,1791857.0,21.8,,,,,,,,1905169.0,,17.8,11.5,,,,,404861.0,,,
Nigeria,2021-07-01,2021.0,-1239502.5,58753.0,387.5,,,2099036.0,3406876.575,21.0,,4.03,,,,38004616.32,,3538308.15,,17.4,11.5,,45850.28,,18845.92,859533.5,,,500493.61
Nigeria,2021-08-01,2021.0,-281479.0,124052.0,391.5,,,819993.0,1421105.0,20.3,,,,,,,,2005918.0,,17.0,11.5,,,,,538514.0,,,
Nigeria,2021-09-01,2021.0,-946756.0,430198.0,396.0,,,1373787.0,2038253.0,19.6,,,,,,,,1589189.0,,16.6,11.5,,,,,427031.0,,,
Nigeria,2021-10-01,2021.0,-1118392.0,241270.0,399.9,,,1988139.0,3871898.945,18.3,,3.98,,,,39556032.5,,4012537.74,,16.0,11.5,,50102.7,,20670.11,869747.0,,,563715.25
Nigeria,2021-11-01,2021.0,-437741.0,233664.0,404.2,,,925569.0,2065113.0,17.2,,,,,,,,2215736.0,,15.4,11.5,,,,,487828.0,,,
Nigeria,2021-12-01,2021.0,-577121.0,345607.0,411.5,,,920717.0,1724327.0,17.4,,,,,,,,1640351.0,,15.6,11.5,,,,,343596.0,,,
Nigeria,2022-01-01,2022.0,-4814442.333333333,622628.41,417.6,693.85,,7045117.333333333,12183870.340000002,17.1,,3.105,,,,41604057.45,437.52,12221797.033333331,,15.6,11.5,,124133.82999999999,216783381.0,46671.11,2230675.0,,,642988.87
Nigeria,2022-02-01,2022.0,-604130.0,151004.0,424.4,,,875344.0,2093795.0,17.1,,,,,,,,2013614.0,,15.7,11.5,,,,,271214.0,,,
Nigeria,2022-03-01,2022.0,-1145859.0,479923.0,431.8,,,1554218.0,2810394.0,17.2,,,,,,,,3427451.0,,15.9,11.5,,,,,408359.0,,,
Nigeria,2022-04-01,2022.0,-1536531.5,113410.0,439.4,,,2339662.0,4831496.91,18.4,,3.54,,,,42845884.0,,4051106.585,,16.8,11.5,,45505.29,,17478.22,803130.5,,,600151.62
Nigeria,2022-05-01,2022.0,-652824.0,215521.0,447.2,,,1085280.0,2632300.0,19.5,,,,,,,,2051814.0,,17.7,13.0,,,,,432456.0,,,
Nigeria,2022-06-01,2022.0,-756871.0,243686.0,455.4,,,1032678.0,2506479.0,20.6,,,,,,,,2623001.0,,18.6,13.0,,,,,275807.0,,,
Nigeria,2022-07-01,2022.0,-1178703.5,179271.0,463.6,,,2361165.0,4055950.54,22.0,,2.25,,,,44064310.79,,4352898.890000001,,19.6,14.0,,53176.51,,19294.01,1182461.5,,,625388.37
Nigeria,2022-08-01,2022.0,-578449.0,281777.0,471.8,,,1185991.0,1957366.0,23.1,,,,,,,,2174999.0,,20.5,14.0,,,,,607542.0,,,
Nigeria,2022-09-01,2022.0,-670538.0,17693.0,478.2,,,1220201.0,1799026.0,23.3,,,,,,,,1806266.0,,20.8,15.5,,,,,549663.0,,,
Nigeria,2022-10-01,2022.0,-1225120.0,41172.0,484.2,,,2164694.0,4220426.665,23.7,,3.52,,,,46250367.94,,3775008.975,,21.1,15.5,,57780.58,,21423.44,939574.0,,,697378.91
Nigeria,2022-11-01,2022.0,-459495.0,22404.0,490.9,,,883725.0,1925285.0,24.1,,,,,,,,1939909.0,,21.5,16.5,,,,,424230.0,,,
Nigeria,2022-12-01,2022.0,-798913.0,145837.0,499.4,,,1198901.0,2353078.0,23.8,,,,,,,,1235729.0,,21.3,16.5,,,,,399988.0,,,
Nigeria,2023-01-01,2023.0,-6148241.666666667,191805.105,508.7,743.2,,8742748.666666666,15006967.736666666,24.3,,2.5250000000000004,,,,49853685.26,468.64,13808770.513333334,,21.8,17.5,,143186.55,,47965.19,2594507.0,,,2174455.71
Nigeria,2023-02-01,2023.0,-1293186.0,656264.0,517.4,,,1651527.0,1916084.0,24.4,,,,,,,,1944656.0,,21.9,17.5,,,,,358341.0,,,
Nigeria,2023-03-01,2023.0,-1688102.0,763560.0,527.0,,,2176496.0,2284879.0,24.5,,,,,,,,2203903.0,,22.0,18.0,,,,,488394.0,,,
Nigeria,2023-04-01,2023.0,-1860307.5,64455.0,537.0,,,2806630.5,4110683.105,24.6,,2.51,,,,87379401.75,,4118183.88,,22.2,18.0,,52755.88,,17941.05,946323.0,,,781351.61
Nigeria,2023-05-01,2023.0,-703269.0,299990.0,547.5,,,1417357.0,1887512.0,24.8,,,,,,,,2645166.0,,22.4,18.5,,,,,714088.0,,,
Nigeria,2023-06-01,2023.0,-843698.0,513307.0,559.1,,,1197718.0,2761382.0,25.3,,,,,,,,1722363.0,,22.8,18.5,,,,,354020.0,,,
Nigeria,2023-07-01,2023.0,-1509473.5,90519.0,575.3,,,2576292.5,6681496.425,27.0,,2.54,,,,87913348.17,,5952785.55,,24.1,18.8,,62054.36,,19889.65,1066819.0,,,948066.31
Nigeria,2023-08-01,2023.0,-1106470.0,215392.0,593.6,,,1679919.0,3462598.0,29.3,,,,,,,,3485483.0,,25.8,18.8,,,,,573449.0,,,
Nigeria,2023-09-01,2023.0,-1185721.0,209128.0,606.0,,,1517922.0,3867617.0,30.6,,,,,,,,2691421.0,,26.7,18.8,,,,,332201.0,,,
Nigeria,2023-10-01,2023.0,-2878952.5,715627.0,616.5,,,4111829.0,8417346.25,31.5,,3.46,,,,97340708.25,,6255731.65,,27.3,18.8,,67668.48,,22111.12,1232876.5,,,1200304.36
Nigeria,2023-11-01,2023.0,-1792779.0,230579.0,629.4,,,2241748.0,4267980.0,32.8,,,,,,,,3014709.0,,28.2,18.8,,,,,448969.0,,,
Nigeria,2023-12-01,2023.0,-950040.0,348261.0,643.8,,,1399800.0,4284567.0,33.9,,,,,,,,2581382.0,,28.9,18.8,,,,,449760.0,,,
Nigeria,2024-01-01,2024.0,-2570732.0,0.0,660.8,,,3482624.5,12707158.595,35.4,,3.19,,,,121670881.49,,8843125.015,,29.9,18.8,,168885.325,,49551.85,911892.5,,,1430919.37
Nigeria,2024-02-01,2024.0,-1604164.0,893970.0,681.4,,,2036810.0,6657421.75,37.9,,,,,,,,5457146.57,,31.7,22.8,,,,,432646.0,,,
Nigeria,2024-03-01,2024.0,-1614142.0,258597.0,701.9,,,2105967.0,6271814.32,40.0,,,,,,,,5576182.04,,33.2,24.8,,,,,491825.0,,,
Nigeria,2024-04-01,2024.0,-2398650.0,42133.0,718.0,,,4072273.0,11546163.23,40.5,,3.19,,,,134297672.16,,9038646.975,,33.7,24.8,,62232.72,,18480.67,1673623.0,,,1561270.76
Nigeria,2024-05-01,2024.0,-2792381.0,478943.0,733.4,,,3420923.0,6030007.55,40.7,,,,,,,,5392153.25,,34.0,26.3,,,,,628542.0,,,
Nigeria,2024-06-01,2024.0,-931331.0,325431.0,750.3,,,1663169.0,6137695.83,40.9,,,,,,,,3997791.3,,34.2,26.25,,,,,731838.0,,,
Nigeria,2024-07-01,2024.0,-2689834.5,407210.0,767.4,,,4153492.5,13790291.2,39.53,,3.46,,,,142319263.64,,9822958.14,,33.4,26.75,,73755.08,,20510.48,1463658.0,,,1782345.12
Nigeria,2024-08-01,2024.0,-1459136.0,847257.0,784.4,,,2371848.0,7345006.79,37.52,,,,,,,,5545915.18,,32.15,26.75,,,,,912712.0,,,
Nigeria,2024-09-01,2024.0,-2058277.0,601923.0,804.1,,,2919949.0,6097969.56,37.77,,,,,,,,4763393.18,,32.7,27.25,,,,,861672.0,,,
Nigeria,2024-10-01,2024.0,,,825.4,,,,6528662.9,39.16,,3.84,,,,144665450.94,,5484068.42,,33.88,27.25,,81229.11,,23118.21,,,,
Nigeria,2024-11-01,2024.0,,,847.1,,,,6506990.56,39.93,,,,,,,,5667962.44,,34.6,27.5,,,,,,,,
Nigeria,2024-12-01,2024.0,,,867.8,,,,6978675.66,39.84,,,,,,,,5438474.67,,34.8,27.5,,,,,,,,
Nigeria,2025-01-01,2025.0,,,110.7,,,,6791847.35,26.1,,,,,,,,5493728.48,,24.5,27.5,,,,,,,,
Nigeria,2025-02-01,2025.0,,,112.9,,,,7014759.69,23.51,,,,,,,,5134191.14,,23.18,27.5,,,,,,,,
Nigeria,2025-03-01,2025.0,,,117.3,,,,6791873.72,21.79,,,,,,,,4798255.12,,24.23,27.5,,,,,,,,
Nigeria,2025-04-01,2025.0,,,119.5,,,,,21.26,,,,,,,,,,23.71,27.5,,,,,,,,
Nigeria,2025-05-01,2025.0,,,121.4,,,,,,,,,,,,,,,22.97,27.5,,,,,,,,
Nigeria,2025-06-01,2025.0,,,123.4,,,,,,,,,,,,,,,22.22,27.5,,,,,,,,
Nigeria,2025-07-01,2025.0,,,125.9,,,,,,,,,,,,,,,21.88,27.5,,,,,,,,
Nigeria,2025-08-01,2025.0,,,126.8,,,,,,,,,,,,,,,20.12,27.0,,,,,,,,
Rwanda,1990-01-01,1990.0,,12.65,,,,43.87,,,,,,,,,,,,,,,,,,21.0,18.2,,
Rwanda,1991-01-01,1991.0,,16.79,,,,54.41,,,,,,,,,,,,,,,,,,24.5,21.3,,
Rwanda,1992-01-01,1992.0,,20.06,,,,66.48,,,,,,,,,,,,,,,,,,27.0,23.6,,
Rwanda,1993-01-01,1993.0,,21.64,,,,68.25,,,,,,,,,,,,,,,,,,25.4,23.4,,
Rwanda,1994-01-01,1994.0,,4.41,,,,26.59,,,,,,,,,,,,,,,,,,5.9,5.9,,
Rwanda,1995-01-01,1995.0,,27.3,,,,69.39,,,,,,,,,,,,,,,,,,23.0,21.6,,
Rwanda,1996-01-01,1996.0,,39.54,,,,95.29,,,,,,,,,,,,,,,,,,39.1,35.9,,
Rwanda,1997-01-01,1997.0,,46.19,,,,109.61,,,,,,,,,,,,,,,,,,57.7,54.6,,
Rwanda,1998-01-01,1998.0,,42.25,,,,117.43,,,,,,,,,,,,,,,,,,65.5,62.1,,
